ID:	--
Memory	--
	--
Chn	--
1459	2,08753E-4
1460	1,96473E-4
1461	2,8857E-4
1462	2,57871E-4
1463	2,08753E-4
1464	2,51731E-4
1465	2,51731E-4
1466	2,8857E-4
1467	2,39452E-4
1468	2,76291E-4
	--
ROI:01	--
Ctrd:	0,00761
Fwhm:	1,00693E-4
Gross	--
